latitude,longitude,Year,Month,cdi,mmi,sig,magnitude,nst,dmin,gap,depth,volcanic eruption,tsunami
-3.828,152.174,2003,7,0,6,650,6.5,156,0,31.4,33,No,0
-30.608,-71.637,2003,6,0,7,711,6.8,398,0,39.1,33,No,0
55.492,159.999,2003,6,0,5,732,6.9,733,0,26.7,174.8,No,0
-5.095,152.502,2003,6,0,6,670,6.6,419,0,27.8,33,No,0
2.354,128.855,2003,5,0,6,754,7,473,0,30.3,31,No,0
38.849,141.568,2003,5,0,7,754,7,690,0,19.1,68,No,0
36.964,3.634,2003,5,0,9,711,6.8,534,0,19.4,12,No,0
-8.294,120.743,2003,3,0,7,650,6.5,247,0,28.7,33,No,0
-4.694,153.238,2003,3,0,7,711,6.8,431,0,38.4,40.2,No,0
18.77,-104.104,2003,1,0,7,889,7.6,551,0,0,24,No,0
13.626,-90.774,2003,1,0,6,650,6.5,316,0,0,24,No,0
-10.491,160.77,2003,1,0,6,820,7.3,457,0,0,33,No,0
-5.311,153.701,2003,1,0,5,691,6.7,323,0,0,71.9,No,0
-4.786,153.275,2002,12,0,6,691,6.7,453,0,0,34,No,0
63.5141,-147.453,2002,11,8,9,1750,7.9,0,0,0,4.2,No,0
2.824,96.085,2002,11,0,7,842,7.4,418,0,0,30,No,0
63.5144,-147.912,2002,10,0,7,670,6.6,0,0,0,4.2,No,0
-1.511,133.973,2002,10,0,7,691,6.7,250,0,0,10,No,0
-1.757,134.297,2002,10,0,7,889,7.6,375,0,0,10,No,0
13.036,93.068,2002,9,0,6,650,6.5,646,0,0,21,No,0
-3.302,142.945,2002,9,0,7,889,7.6,428,0,0,13,No,0
14.101,146.199,2002,8,0,4,650,6.5,260,0,0,30,No,0
7.929,-82.793,2002,7,0,7,650,6.5,533,0,0,10,No,0
35.626,49.047,2002,6,0,8,650,6.5,555,0,0,10,No,0
-30.805,-71.124,2002,6,0,7,670,6.6,420,0,0,54,No,0
-12.592,166.383,2002,6,0,5,691,6.7,272,0,0,33,No,0
13.088,144.619,2002,4,0,7,776,7.1,257,0,0,85.7,No,0
-27.535,-70.586,2002,4,0,7,691,6.7,462,0,0,62,No,0
16.985,-100.865,2002,4,0,6,711,6.8,292,0,0,24.9,No,0
24.279,122.179,2002,3,0,6,776,7.1,550,0,0,32.8,No,0
-21.663,-68.329,2002,3,0,5,650,6.5,486,0,0,125.1,No,0
6.033,124.249,2002,3,0,7,865,7.5,321,0,0,31,No,0
36.502,70.482,2002,3,0,5,842,7.4,138,0,0,225.6,No,0
-5.345,151.248,2002,2,0,6,670,6.6,444,0,0,39,No,0
38.573,31.271,2002,2,0,7,650,6.5,482,0,0,5,No,0
-3.212,142.427,2002,1,0,8,691,6.7,333,0,0,11,No,0
-17.664,168.004,2002,1,0,6,670,6.6,386,0,0,10,No,0
-17.6,167.856,2002,1,0,6,798,7.2,427,0,0,21,No,0
-9.613,159.53,2001,12,0,7,711,6.8,385,0,0,16,No,0
23.954,122.734,2001,12,0,5,711,6.8,499,0,0,14,No,0
39.402,141.089,2001,12,0,5,650,6.5,605,0,0,123.8,No,0
35.946,90.541,2001,11,0,9,936,7.8,368,0,0,10,No,0
-5.912,150.196,2001,10,0,7,754,7,254,0,0,33,No,0
-4.102,123.907,2001,10,0,6,865,7.5,234,0,0,33,No,0
12.686,144.98,2001,10,0,6,754,7,482,0,0,37,No,0
-0.578,133.13,2001,9,0,6,650,6.5,174,0,0,33,No,0
58.775,-154.701,2001,7,6,6,754,6.6,0,0,0,131.8,No,0
39.059,24.244,2001,7,0,8,650,6.5,483,0,0,10,No,0
-17.543,-72.077,2001,7,0,7,889,7.6,398,0,0,33,No,0
-16.086,-73.987,2001,7,0,7,670,6.6,324,0,0,62,No,0
-17.745,-71.649,2001,6,0,6,691,6.7,422,0,0,24,No,0
-16.265,-73.641,2001,6,0,8,1086,8.4,518,0,0,33,No,0
-7.41,155.865,2001,4,0,6,691,6.7,282,0,0,17,No,0
34.083,132.526,2001,3,0,7,711,6.8,596,0,0,50,No,0
-4.029,128.02,2001,3,0,6,650,6.5,206,0,0,33,No,0
47.149,-122.727,2001,2,7,7,1441,6.8,67,0,31,51.798,No,0
1.271,126.249,2001,2,0,7,776,7.1,426,0,0,35,No,0
-4.68,102.562,2001,2,0,6,842,7.4,221,0,0,36,No,0
13.671,-88.938,2001,2,0,8,670,6.6,273,0,0,10,No,0
23.419,70.232,2001,1,0,9,912,7.7,472,0,0,16,No,0
-4.022,101.776,2001,1,0,6,732,6.9,117,0,0,28,No,0
13.049,-88.66,2001,1,0,8,912,7.7,427,0,0,60,No,0
56.7744,-153.281,2001,1,5,7,745,6.9,0,0,0,36.4,No,0
-14.928,167.17,2001,1,0,7,776,7.1,372,0,0,103,No,0
6.631,126.899,2001,1,0,5,711,6.8,64,0,0,33,No,0
6.898,126.579,2001,1,0,7,865,7.5,324,0,0,33,No,0
