Latitude,Longitude,Rainfall (mm),Temperature (Celsius),Humidity (%),River Discharge (m^3/s),Water Level (m),Elevation (m),Surface Water State,Land Cover,Soil Type,Population Density,Historical Floods,Flood Occurred
21.28293024,-84.30177234,208.4472366,34.52316257,89.99685162,298.986854,3.505771702,1465.386264,Stable,Water Body,Loam,2443.998899,1,0
44.82746359,-13.43739531,195.75678,30.17912666,67.72875238,760.2319735,9.498995511,1598.047899,Stable,Forest,Clay,7385.396252,1,0
18.82447811,81.25738957,220.7901363,26.81477882,98.05115127,702.1833171,4.051760752,853.3922374,Overflow,Agriculture,Sand,5575.03625,0,1
17.09715078,-53.09064042,198.541365,22.64019901,54.72172336,618.9145168,3.916769704,747.9928125,Overflow,Agriculture,Sand,3705.770807,0,1
49.20246452,75.3839538,189.1067619,33.10364894,83.41680202,159.7625537,3.526896276,1282.599386,Stable,Water Body,Clay,3810.147266,1,0
32.69563777,68.63160915,179.6924292,25.36279293,88.59163797,993.3140857,1.541797547,635.0369253,Overflow,Urban,Loam,7600.436823,1,1
20.29165789,55.84567599,259.8379117,22.61808431,71.61001938,0.0,2.697673896,944.9380945,Stable,Forest,Sand,1109.901366,1,0
10.00908153,100.0986626,266.7556334,29.91878151,67.15094583,199.1171591,4.30039391,851.7594819,Overflow,Water Body,Loam,2742.306336,0,1
40.27980326,-88.65665679,239.3996867,13.83236359,59.6830135,0.0,1.430278902,525.8393462,Stable,Agriculture,Clay,8799.036868,0,0
28.17381692,118.9302216,123.6269322,17.84174086,76.59262764,307.4896909,2.208051306,409.4945679,Overflow,Agriculture,Clay,7493.492647,1,1
31.92114872,40.24866465,259.6167439,42.07493493,60.00547077,871.5352698,2.083445517,1790.078617,Overflow,Water Body,Loam,8976.435271,0,0
45.87497806,81.02575545,202.1922615,13.21391051,98.34691584,514.0225897,5.10168319,1319.198255,Stable,Forest,Clay,6901.105606,1,0
37.32992113,-100.4189744,227.9914224,29.34540097,59.39938597,224.0568161,6.015803739,1280.050096,Overflow,Agriculture,Sand,2913.71823,1,1
22.30162078,116.6095694,154.6625997,13.26817799,73.59746855,547.4008965,7.699534533,1025.056589,Stable,Water Body,Loam,6020.801174,1,0
20.30330397,10.89307475,206.5108423,17.07714471,57.28629091,369.28887,11.01902996,1420.052469,Stable,Urban,Sand,1087.587414,0,0
21.42503954,-31.65028055,209.0248028,14.8896287,91.16651225,345.0807546,5.696041518,1991.632437,Overflow,Forest,Sand,949.3639271,0,1
19.33331291,-9.110891842,223.0665357,25.7236039,42.90537679,191.8506621,8.638327585,1653.611293,Overflow,Urban,Loam,1307.719987,0,1
40.83630933,-72.31232322,172.4318352,27.69418622,49.79550028,376.3002242,3.377853121,1390.633408,Stable,Agriculture,Loam,4723.003109,0,0
13.86137881,-103.6155714,205.1539111,10.25221459,81.11071469,353.9695301,4.534959713,98.90636868,Overflow,Water Body,Sand,4489.233316,1,1
17.08599158,-77.92008513,192.6403625,27.96200443,52.14181362,895.6339055,3.55773048,778.5003232,Overflow,Water Body,Loam,4901.92249,1,1
30.85838555,50.25894827,211.9368963,22.98912064,88.34195112,507.39247,12.51295041,422.523213,Overflow,Urban,Sand,7366.01321,1,1
37.0478657,32.53598498,232.4337683,33.02725845,49.80455549,491.2268825,3.984858294,1646.924148,Stable,Urban,Clay,913.6402325,1,1
12.48365798,130.9932181,248.7426644,41.48604516,46.47676866,426.2236705,0.0,135.4913598,Stable,Water Body,Loam,1912.275944,0,0
33.69658275,-54.88539214,125.7406919,27.7331125,78.01794624,300.7661856,2.960456196,1338.762788,Overflow,Water Body,Sand,5269.507416,0,1
10.70209453,-59.19408294,200.5010576,18.61969834,71.81414156,347.933795,1.5039197,331.9870039,Overflow,Agriculture,Clay,1502.128092,0,1
31.65185341,-13.56856646,231.7550006,32.61192373,78.00147472,158.7979398,7.131027444,386.8420257,Overflow,Forest,Sand,7956.841449,0,1
46.82726523,114.6552292,213.7683042,34.76338729,90.14545323,253.4172006,0.8834700466,371.4181179,Stable,Forest,Clay,1749.030986,1,0
34.68266064,-53.31933863,248.8253295,38.16099452,43.68237579,471.1834741,9.987496297,1843.624812,Overflow,Water Body,Loam,9372.715463,0,1
18.95743141,-73.29513275,220.3387814,37.98407555,76.1077418,302.867286,7.169014738,428.780899,Stable,Agriculture,Clay,7057.729355,0,1
26.39485716,107.4662028,171.944342,32.18993694,46.66363125,245.4511439,4.286792843,1928.456084,Stable,Water Body,Loam,261.2388809,1,0
32.28162053,-43.4654897,229.2476747,39.35065412,65.50701393,401.2867114,2.164198762,1155.984413,Overflow,Forest,Loam,466.8730479,1,1
11.87407634,145.9308593,228.145533,23.33160332,98.89893258,666.5254774,6.058424001,1822.633056,Overflow,Forest,Loam,5239.617355,1,1
14.87544373,33.57943884,219.7653626,35.98235804,55.16045272,594.3658388,2.593446682,895.7983249,Overflow,Agriculture,Loam,4532.383872,1,1
40.25494971,4.966041616,135.4735406,27.28011436,78.1456366,470.761919,9.002855506,387.7352103,Stable,Urban,Sand,7661.428024,1,0
17.34467746,122.2952102,195.651835,25.15904376,75.80344424,375.1412997,6.036116467,465.4784116,Stable,Agriculture,Loam,529.2927825,1,0
40.93892503,-9.165347302,216.9379081,19.62835738,94.22379857,0.0,9.444452741,287.8891497,Overflow,Forest,Sand,6074.987771,1,1
19.81396439,2.278507312,222.9194505,26.30129438,66.1942674,470.2638443,2.995868276,1423.407589,Overflow,Forest,Clay,5929.565922,0,1
31.19762348,-86.63542754,187.9468389,29.62252329,93.00914454,401.6636931,2.297212345,1349.951235,Overflow,Water Body,Sand,6737.409796,0,1
16.76795464,108.2006326,182.5222757,29.98751795,96.74612101,58.62238918,6.379582478,1670.883311,Stable,Agriculture,Sand,5971.053393,0,0
26.63982429,78.04547019,191.3731161,7.086174563,48.77571214,389.0227557,8.463813694,1839.025013,Stable,Water Body,Sand,4359.853208,1,0
36.3464542,25.10257342,235.413311,16.84293952,74.77146603,384.2982209,5.329845615,695.7051119,Overflow,Water Body,Sand,4373.306543,1,1
13.32174779,66.12529983,144.9661669,27.98480657,51.31109655,0.0,8.059359044,1001.631448,Stable,Forest,Sand,2790.784186,0,0
38.93040533,-118.1537948,262.3080784,20.69980762,64.80703362,126.9212326,5.197551747,561.0858571,Stable,Water Body,Sand,492.5458346,0,0
36.38734296,36.57467346,174.9953317,42.9482249,78.49351368,230.1494334,10.58330335,498.2483963,Stable,Water Body,Sand,8297.7688,1,0
24.93007167,-94.39071782,244.592029,15.08805782,64.72295355,151.5057843,3.536665905,1271.153075,Overflow,Urban,Sand,6490.62672,1,1
37.58107004,-50.18953882,141.8530507,10.2679337,75.13343124,607.8569481,8.918296138,43.95338575,Overflow,Agriculture,Loam,1048.107677,0,1
39.72772795,-67.58523198,136.1281698,16.41155722,86.46885751,1159.651111,10.34327599,366.7543092,Overflow,Urban,Clay,6984.249941,0,1
32.56296115,149.3041935,239.0587668,31.83861114,50.97245489,100.9431453,2.12976177,4.480946147,Overflow,Forest,Clay,649.37556,1,1
14.15823799,-111.4605437,133.388514,20.1890597,96.04245902,329.4111256,8.250318335,1203.643072,Stable,Agriculture,Loam,3484.095661,1,0
21.17104354,-11.17953537,148.6823189,20.59674315,76.56138244,460.4848752,3.758666816,1009.893986,Overflow,Agriculture,Sand,5236.172875,1,1
19.01932589,63.8394419,345.8659238,21.52244423,74.38842327,247.8488023,0.0,1801.678359,Stable,Urban,Loam,9839.855274,1,0
21.74544672,19.60486972,216.3572171,30.98905705,94.15262531,396.0126209,1.830421837,1274.634097,Stable,Urban,Loam,3611.946317,0,0
13.75581272,79.06129185,192.2478549,29.95138408,96.45458991,717.0436742,5.96906611,443.5983313,Stable,Urban,Clay,9927.050403,1,0
32.83999732,-58.83294424,254.4476754,2.335297404,48.81866307,0.0,5.273361916,1799.874209,Stable,Agriculture,Clay,2128.412335,1,0
26.83112745,28.11842642,172.3501646,20.08456624,65.12294378,468.7105069,9.213616989,576.9237876,Overflow,Agriculture,Clay,8334.809706,1,0
10.47828625,-30.85440472,261.2835047,18.48383365,54.31976486,636.1874549,4.643495402,954.4912768,Overflow,Agriculture,Loam,8244.346338,0,0
49.52143865,-35.10279143,253.0908323,29.5262403,98.81974797,417.2162672,1.275550742,841.730499,Overflow,Agriculture,Clay,426.0860818,1,1
18.57489996,-38.307874,104.0860257,31.71931604,93.70969312,140.1158579,6.221680309,1881.477522,Stable,Water Body,Sand,8318.440092,0,0
14.42526948,105.2676949,126.1671388,23.40798288,76.32400803,551.0608474,2.357854907,185.059655,Overflow,Water Body,Loam,7324.386067,1,1
33.07615539,59.09389157,179.792142,15.79641384,84.94333673,406.2298826,3.155909531,1487.443496,Overflow,Agriculture,Loam,2319.451614,0,1
27.66941156,-117.0293232,234.0243899,32.55179401,40.18608628,737.972392,2.941746676,550.7404781,Stable,Agriculture,Loam,8847.541005,0,0
40.40643719,-52.11385891,229.5900596,27.4729,56.77829968,503.9434366,1.701539354,736.5825103,Overflow,Forest,Sand,3362.9923,0,1
41.39587908,62.80021002,151.3918891,21.77477881,40.27603274,712.4336421,6.354271456,1323.085452,Overflow,Forest,Clay,7829.089737,0,1
45.51260845,0.8338267849,216.3730429,22.5447878,63.09150592,712.2824427,5.703044534,1157.151906,Stable,Forest,Clay,8040.157862,0,1
48.4428127,142.5934236,133.4886872,13.63306881,92.70915087,671.2674759,6.059919319,705.4740133,Overflow,Agriculture,Sand,2719.770597,0,1
33.06810571,142.0271191,210.2471226,33.74635349,71.65541457,876.2208174,6.395330624,1674.911289,Overflow,Forest,Loam,6150.097442,0,0
20.4114743,99.23129045,224.2367324,37.5593704,79.88781946,714.6435295,4.849310946,1865.195994,Overflow,Urban,Loam,9368.484811,1,1
11.04786834,-41.37695715,195.2865465,39.32988277,80.07409076,119.2335409,5.067346759,586.621273,Overflow,Water Body,Loam,6793.138578,1,1
42.67297884,-96.22625828,127.6637829,32.55220861,44.03068916,424.1709656,7.940844598,484.2765401,Stable,Forest,Sand,6533.707234,0,0
13.20720056,66.10541673,172.6404106,37.22402162,56.93626403,551.2352443,5.836710822,625.9381203,Overflow,Urban,Clay,9635.725001,0,1
10.72930331,143.185222,207.4404381,22.52292802,61.54578301,257.5263521,7.080160111,1396.416993,Overflow,Water Body,Sand,7582.45228,0,1
29.50668274,139.0898799,128.7617173,28.19120842,45.45819091,811.8896988,6.606662416,193.8502043,Overflow,Urban,Sand,9399.97389,1,1
24.7379568,109.167248,211.3146134,18.5147837,54.4479586,184.026452,5.838617507,1240.184082,Overflow,Urban,Loam,3172.025532,1,1
49.59471102,135.6661256,112.4290124,34.51343348,67.29761506,475.6377082,4.696373717,1563.338018,Stable,Urban,Sand,3263.837715,0,0
38.31340389,-35.53195044,237.3011976,16.22644265,66.702717,316.8625203,7.331117799,1562.547509,Overflow,Agriculture,Loam,6400.155438,1,1
49.12979591,93.2532943,206.6930711,19.40555689,62.5292691,296.7397871,4.00237126,1576.854091,Stable,Water Body,Loam,7158.549656,0,0
22.28865668,-29.03108347,116.0248604,28.66146526,52.81068209,640.5073769,6.920553934,1526.000497,Overflow,Urban,Clay,4529.456469,0,1
27.76174997,-51.75321781,219.5940631,30.25144659,70.52099966,0.0,7.638474534,1522.769771,Overflow,Agriculture,Clay,222.0645541,0,1
49.86787415,-88.39260849,168.6475693,28.33058435,81.37583742,260.0606187,3.43138156,1410.76611,Overflow,Water Body,Clay,908.4832308,0,1
33.14531924,-64.78408746,260.7182882,31.34381243,66.47174826,684.2037958,4.45951145,1971.424242,Stable,Forest,Clay,5752.324579,0,0
32.41684362,97.17926884,188.1739821,9.832893518,89.74233452,694.140218,3.158465488,3.791457075,Stable,Urban,Sand,6818.283162,1,0
18.08062674,125.431509,231.7863263,27.17513496,98.469993,584.5087741,7.57176961,1310.18539,Overflow,Forest,Sand,2992.459867,1,1
11.41889023,28.54962749,159.4010699,18.78630643,50.58092148,655.4070303,1.682268483,1793.736584,Stable,Water Body,Loam,5608.046554,0,0
49.69302508,9.378513195,240.9301303,14.94634071,87.99140231,989.2509936,7.055471945,1849.737345,Stable,Forest,Loam,3557.545892,0,0
20.79548072,-12.14616728,205.5917005,29.10067571,96.81720924,291.8124961,9.356344964,403.85047,Stable,Forest,Loam,4523.58985,0,0
27.5149535,13.11636985,254.1294784,30.28027783,59.7793627,605.2403493,3.893882267,57.47618993,Stable,Water Body,Sand,6346.5927,1,0
13.03453312,-29.58286166,100.7656029,14.85083429,60.42320259,619.2212099,2.169541464,1753.197535,Overflow,Water Body,Sand,4496.76311,0,1
10.3424359,79.67667016,211.1269885,19.95523277,80.52424308,214.1196702,7.090339117,699.9428896,Stable,Water Body,Loam,3898.070523,0,0
30.62537882,120.6215969,293.895171,22.71291504,41.58477272,721.741052,8.946746227,741.0928265,Stable,Water Body,Sand,2960.206174,1,0
12.22422087,133.4161247,211.3662953,21.40244983,96.10880238,41.29549268,2.108989123,1432.829426,Overflow,Forest,Clay,6467.93846,0,1
42.26774079,82.31514589,197.9897633,26.2592382,88.72271431,120.4743206,5.262024368,1770.420387,Overflow,Urban,Loam,6227.951531,1,1
11.82340632,18.09623581,186.0671833,14.09607801,43.99256891,476.9722962,6.548248336,138.2372229,Overflow,Water Body,Loam,218.5199337,0,1
16.97637068,2.513515268,169.4242099,18.70175196,40.32155828,401.1344366,4.922634478,1425.928127,Overflow,Agriculture,Clay,4584.489213,1,1
10.49616145,27.58603371,162.4686589,16.42827626,62.70830589,974.5262473,0.3097595818,583.9853131,Overflow,Agriculture,Sand,9275.756897,1,1
20.18722685,-47.23032462,162.2849858,33.51048173,95.26615042,473.9075996,6.791733623,1279.92441,Stable,Agriculture,Clay,3581.768938,0,0
15.93923677,110.0487406,223.3890229,31.32094233,48.47848685,289.7873506,2.275932951,1870.502736,Overflow,Water Body,Loam,3247.347087,1,0
10.33390722,18.24873422,246.513494,31.48695856,88.421123,433.0157284,0.0,313.1200142,Stable,Water Body,Loam,2179.327001,0,0
33.37257248,16.25206775,211.9085653,20.95484915,93.53679315,31.59710507,6.556503636,1260.779933,Overflow,Urban,Sand,4280.559228,0,1
35.63862112,74.5170996,267.8053357,24.20877778,40.71318453,790.3336585,5.281013097,1328.960988,Overflow,Forest,Sand,153.6492056,0,1
41.89704086,127.0073805,89.85433234,27.82449764,79.84434206,437.4522107,1.096674779,1504.504512,Overflow,Forest,Clay,1174.614831,1,1
31.44385465,141.0106578,174.817487,45.0,76.64933243,398.6611211,7.95686274,1607.468151,Overflow,Urban,Sand,6463.468903,1,1
29.54517349,121.2545876,251.2709109,30.35449314,44.91472796,702.8135272,7.705877959,248.4995925,Stable,Forest,Sand,2203.28808,1,0
11.22610009,-114.2895477,229.605695,27.048573,92.88345992,865.1501405,7.020264221,573.5379211,Overflow,Agriculture,Clay,1560.999519,0,1
11.35613083,-119.5252205,121.5637328,12.60867224,56.32445521,715.2731102,2.963737994,735.6718347,Stable,Water Body,Loam,3471.527254,0,0
48.44021689,44.98930249,194.9184483,20.70558443,81.51442075,886.38408,2.394308341,1109.290365,Stable,Agriculture,Clay,4676.202789,1,0
26.92024356,141.789415,256.4517323,40.23819741,66.6861384,371.2646193,2.799807981,57.56485556,Stable,Forest,Loam,6164.728914,1,0
15.68708678,135.2465673,290.4746486,30.98577444,91.63917585,696.1079493,1.749613843,453.7872303,Stable,Forest,Loam,3097.646524,0,0
17.17424041,-17.54542724,214.4669453,34.07611811,44.2558641,290.5905486,7.371158288,1798.564615,Overflow,Water Body,Sand,8548.076452,0,1
34.80291024,16.11586732,256.0844571,16.84408229,93.7196308,747.8870374,8.308732105,1531.859684,Overflow,Urban,Sand,3455.098126,0,1
14.61578569,65.56641119,254.9792232,35.90979028,41.6391707,295.9803106,6.044239651,820.3116143,Overflow,Urban,Clay,8131.984131,1,1
32.70909272,-71.45459036,196.9111969,18.31566969,61.40417613,0.0,3.073035801,221.9026195,Overflow,Agriculture,Clay,7996.532749,0,1
23.58027698,-85.58305265,217.1002578,15.96273506,77.70859619,1084.712544,3.033421978,462.3259862,Stable,Urban,Loam,5234.433744,1,0
37.89885847,-85.06723342,228.142724,24.48418743,63.89860342,265.1170762,9.601279305,1636.610088,Overflow,Water Body,Loam,4922.586656,0,1
11.60555436,87.32244924,99.30876219,9.658190393,92.94958765,410.5867477,7.309046056,962.9952743,Overflow,Water Body,Sand,5726.59425,0,1
49.9395681,-69.32765352,126.6622768,9.386433514,76.78586035,322.5852403,6.295521974,664.7405409,Stable,Water Body,Sand,4619.660086,0,0
24.19085167,-85.68229428,137.4321909,25.6217923,56.51134435,316.7485993,4.141186298,626.0845242,Overflow,Water Body,Sand,9432.794828,1,1
14.15031722,70.10540473,180.086355,10.86522857,52.96250836,192.5332469,0.0,520.8742818,Stable,Water Body,Sand,7301.609634,1,1
30.01086449,-17.50244924,213.3763444,17.52665126,82.96471558,477.1225531,0.0,1220.428649,Stable,Water Body,Clay,5076.463604,0,0
28.93347442,-54.49681324,187.494671,37.91269308,78.36908879,288.1329428,6.494753436,607.4697386,Stable,Urban,Loam,8666.654217,0,0
23.28764132,1.506544673,75.44192959,30.7622872,53.20406289,448.5851977,11.21490756,1335.306855,Overflow,Forest,Clay,5209.643885,1,1
31.56378211,18.93420139,176.4872142,12.32422295,42.04779424,608.81887,6.008699259,687.4144342,Overflow,Urban,Clay,4219.006054,1,1
18.15065837,-87.28802546,262.6173181,29.92437339,43.43945625,838.8570288,0.7413753627,1479.213066,Overflow,Forest,Clay,3543.169169,0,1
30.18697423,79.09509422,142.0007175,18.70805498,60.308297,463.3309485,10.18922053,1932.675937,Stable,Forest,Loam,954.0480427,1,0
42.67117866,118.3658525,200.6710243,13.66053664,90.38704214,778.3920612,2.342385157,1459.397669,Overflow,Water Body,Clay,9030.092721,0,1
25.90449514,-56.93328276,180.6254343,2.006423038,61.65968553,448.3393506,6.850906518,765.3994442,Overflow,Urban,Clay,5698.05085,1,1
42.76409271,3.003031137,163.8256689,27.55944377,80.14572669,559.9328666,13.42295235,745.6279438,Overflow,Water Body,Loam,2891.405123,0,1
44.94708457,-75.03460136,179.9395397,19.11659943,52.54976101,1191.135293,8.334068553,249.9137093,Overflow,Forest,Loam,3067.320604,0,1
47.60454949,-86.26905991,211.6840214,17.59414942,89.33298323,1169.270599,4.110345208,643.7400756,Stable,Urban,Sand,4813.608538,1,0
22.9834332,-17.75009399,188.7324257,35.21458104,76.93690656,459.78537,5.433012012,1713.219611,Overflow,Forest,Loam,9025.612187,0,1
16.72056831,17.56739577,173.9684697,41.7512994,93.8770206,421.8534402,7.86434929,1781.515002,Overflow,Forest,Loam,5622.443832,0,1
43.98589563,145.6021275,122.3482361,26.98056926,65.01652098,977.9318665,0.8721790298,1227.028736,Overflow,Urban,Sand,77.7240269,0,1
29.78695232,42.67618879,152.2518663,32.11324178,50.20072175,464.2984092,6.714573444,1648.259741,Stable,Forest,Loam,6644.890691,1,1
42.38700145,-20.10030079,144.088403,10.11741787,65.20699132,351.4026768,3.793278654,461.5404529,Overflow,Forest,Sand,8748.204661,0,1
24.18373268,-57.20734626,171.0551253,20.14439202,52.39798532,551.2302426,0.0,1887.94682,Overflow,Urban,Sand,2782.333178,1,0
25.97009,-64.53806346,117.3710499,27.25411251,61.36912475,162.7727629,9.256104844,225.4251159,Stable,Urban,Loam,4373.518657,1,0
34.86019531,-57.66778415,255.4054821,25.35916243,64.31087651,623.4906633,6.134606263,386.3746045,Stable,Water Body,Clay,2401.106848,1,0
45.64572455,-24.20473179,174.469575,24.48287209,49.67274484,386.8532652,4.064887357,828.5641494,Overflow,Agriculture,Loam,6682.4679,1,1
19.45035041,52.14939056,205.5164169,28.00637342,75.88933004,121.0310374,2.23491433,1969.094343,Stable,Forest,Loam,1378.356282,1,0
42.56502742,88.58109978,173.5116147,23.44937955,42.66966561,735.5141069,4.164035809,1117.742587,Overflow,Forest,Loam,5745.327467,1,1
43.67850552,-111.3019151,148.3826298,41.84924487,45.19886418,1076.644393,0.4178155019,933.3102155,Stable,Water Body,Loam,1163.885493,1,0
38.34978791,111.3765351,220.8436531,14.31975624,94.29971356,916.4270097,4.61639889,708.9445009,Overflow,Forest,Loam,9800.826291,0,1
11.47853056,126.8406467,284.81571,14.23300144,54.53585359,579.952507,5.511012054,188.2490496,Stable,Water Body,Clay,2571.395527,0,0
46.59126133,-38.54511921,179.6617553,37.61055855,69.24789955,869.7365717,3.207963595,1276.762983,Stable,Agriculture,Sand,3957.840371,0,0
12.74854711,-56.68931817,199.4049588,36.55732712,47.64493113,352.8802242,5.376645174,148.4518628,Overflow,Forest,Loam,3910.512618,1,1
47.71527078,46.91652749,256.1869274,29.88755951,50.80294966,645.1328025,6.474406128,374.7909362,Stable,Urban,Loam,3152.959361,0,0
31.9120944,55.68001895,180.2779857,26.07303699,40.98762348,506.0479017,4.36922524,702.0687506,Stable,Agriculture,Clay,3355.400354,0,0
32.97455029,-104.8552419,239.6092494,28.22404227,99.7297364,667.110179,4.897184039,1418.051346,Stable,Water Body,Sand,4873.402504,1,0
27.35688298,-116.2859167,219.9545647,37.06804775,60.55059763,326.9038103,1.309582382,967.545652,Stable,Urban,Sand,5700.423813,1,0
34.69294296,-59.4175274,213.5812546,21.1917831,99.12168938,476.0409031,3.5234241,1279.361248,Stable,Agriculture,Clay,17.52864442,0,0
46.32074182,-50.65547487,200.9395256,11.48452546,65.11689916,428.4110855,4.111564638,1764.211381,Overflow,Water Body,Loam,6913.241792,1,1
38.92358833,3.856074611,258.6192963,21.43256305,82.53259051,503.721204,2.487902484,1151.256206,Stable,Agriculture,Loam,1898.926664,1,1
25.56921887,-79.69763658,146.4839726,27.43103058,81.8972156,612.6841631,7.770010825,1007.149527,Overflow,Forest,Clay,5097.019025,1,1
20.34366365,-1.462104125,170.4892694,25.07153256,56.55392902,570.1744749,5.210593375,1747.009168,Overflow,Forest,Sand,4588.356075,1,1
38.81535994,17.26961369,208.524234,45.0,61.31398192,728.8497925,4.250169226,206.1575653,Overflow,Forest,Loam,8419.74857,1,1
17.09758175,-98.47693024,117.2387644,33.54437751,76.22903314,342.5220438,3.179395952,1682.19812,Overflow,Forest,Clay,129.4376101,0,1
39.08034364,-102.9585321,299.572337,26.74929363,92.26027279,655.1527624,5.655802511,155.7871251,Stable,Forest,Sand,3546.171113,1,0
19.49733873,-23.77072132,235.1626914,38.35104617,87.46869793,230.8120456,5.344548374,1660.433766,Overflow,Water Body,Loam,2950.311463,0,1
14.57950552,54.98757436,308.2760726,15.16550237,45.19944432,226.0820786,3.035920779,1865.699602,Overflow,Urban,Clay,9555.374542,0,1
25.83881891,-100.6314572,183.7911569,18.04170054,69.50481101,483.0015373,4.415649893,1143.971749,Overflow,Forest,Loam,9552.890453,0,1
43.05363244,69.58436874,173.6804567,9.302233153,50.2711434,0.0,8.393861319,1904.889311,Overflow,Urban,Sand,8956.99864,0,1
42.08787923,101.2987148,138.7500056,29.17447034,85.99704785,191.1306223,7.566053621,1493.363771,Overflow,Urban,Sand,5988.399756,1,1
24.28769336,-91.78975327,253.6559013,23.51379617,74.71578818,705.7733359,3.133993942,383.9588055,Overflow,Urban,Clay,5798.067738,0,1
32.68139184,52.01718678,219.4932345,24.12374824,74.07637026,325.2977475,5.107689806,825.4879882,Stable,Agriculture,Loam,345.0069824,0,0
27.32342569,-67.9480632,157.1260748,20.32669652,64.31337287,290.8058196,6.060580562,1001.174834,Stable,Urban,Loam,2699.359144,0,0
43.1299701,-6.120954677,210.7491409,27.46117706,51.06942471,430.6033017,6.159484324,982.9116509,Overflow,Urban,Sand,6991.929878,0,1
43.14611624,-60.57034589,253.6683291,33.59695051,78.46670659,806.4089705,5.729962074,411.0620855,Overflow,Urban,Sand,5553.472646,0,1
23.36975563,101.7972382,183.9123648,8.951956891,60.12771485,441.2624897,0.0,1414.50821,Overflow,Agriculture,Loam,7455.541872,0,1
19.22314763,-19.10731766,195.3232468,34.16574472,67.71717157,460.6990659,7.340940737,1809.526537,Stable,Urban,Clay,3999.500444,0,0
13.31831823,141.4008845,282.0402377,26.67294664,67.66030362,395.0982782,5.726473223,774.3831329,Stable,Forest,Sand,3183.075952,0,0
49.59530951,7.946320339,192.1095488,34.87852749,89.37652188,741.9229278,2.147654395,1523.52484,Stable,Agriculture,Sand,3062.704521,1,0
38.07049464,14.15093163,264.8994459,16.20062836,97.20456691,244.1190863,1.200132452,1138.23168,Stable,Water Body,Loam,6784.301228,1,0
38.96737997,137.0419011,153.1095459,41.48891496,83.95976207,430.7778033,4.321741893,621.1989957,Stable,Water Body,Loam,7188.849985,0,0
26.36590286,-33.81992548,292.6114792,22.57431291,54.14861609,512.0263791,5.52118817,87.92884713,Stable,Water Body,Loam,5034.439317,1,0
47.94060005,-69.74458962,158.4385226,27.22761924,57.19545339,709.5446071,0.592231364,892.7239804,Overflow,Forest,Sand,2974.44843,0,0
23.92382373,126.7299211,233.4719186,27.87267929,84.80959037,858.6219497,3.768913041,560.7500132,Overflow,Water Body,Sand,7552.59365,1,1
42.13752474,-108.818233,195.9886202,18.5582668,76.24270346,1379.003334,4.056943152,1821.105846,Stable,Urban,Loam,2316.359438,0,0
41.93180716,-50.09584581,252.0028945,14.28805142,68.10611672,484.3108587,8.474448667,1351.657863,Overflow,Agriculture,Sand,6168.390909,1,1
21.85303208,-111.8945391,172.4162431,41.72989703,57.11916168,174.1132479,5.758574738,127.7111485,Overflow,Water Body,Clay,5785.767653,1,1
18.05612371,-34.95923847,234.303646,17.04782214,97.12535109,434.1315771,3.703534751,685.5795305,Stable,Urban,Clay,900.0113981,0,0
49.79465269,-105.0528494,260.1124502,23.2618515,83.01993148,197.2969307,1.955624934,1329.792611,Overflow,Forest,Clay,813.715024,1,1
39.97169816,140.889059,193.0463211,22.77059829,66.01341251,442.6730373,3.712950805,1530.942713,Stable,Water Body,Sand,5872.410701,1,0
10.94379859,-29.78138396,226.0614995,31.45296958,60.98773785,674.9152193,8.248630384,82.9545739,Overflow,Urban,Sand,7126.917885,0,1
11.19894359,96.72829944,197.5617174,39.71400348,56.31735076,372.8176101,10.47717364,522.0011382,Overflow,Urban,Clay,3631.063682,1,1
18.73015551,-22.3841493,87.21043345,25.55396912,64.25956737,571.3392089,8.361351475,1730.621048,Overflow,Water Body,Clay,8403.597606,1,1
19.73586733,-13.01321636,158.1088469,45.0,79.77695641,760.2980423,7.504287304,65.46842457,Overflow,Agriculture,Clay,1691.144574,1,1
48.4785321,13.73232086,178.3675044,33.69687429,44.36587333,428.4995304,6.195374305,675.9052324,Stable,Forest,Loam,2438.621445,0,0
11.10146879,68.81448871,239.7931906,16.20160694,44.63912757,250.279557,4.805700629,1382.050973,Overflow,Agriculture,Loam,6979.876132,0,1
14.2535272,5.860359432,266.813093,26.78429167,81.61247882,532.9607756,9.952510847,226.6207767,Stable,Forest,Sand,383.521223,0,0
41.6623281,97.64612195,203.7443792,31.56805829,62.2928197,383.0470837,6.720931379,350.9101118,Overflow,Urban,Sand,7751.212061,0,1
43.49701155,105.0645914,204.1804307,18.81666483,54.20401631,172.9677332,5.284103687,775.4019837,Stable,Water Body,Clay,1991.287582,1,0
44.80334125,10.22127462,212.4249358,24.1576299,66.69700633,646.1316088,5.815957029,1724.412998,Stable,Water Body,Loam,7424.203209,1,0
32.6034125,15.08239222,167.3128985,27.07929692,85.50461143,700.5889274,3.1077654,1020.886846,Overflow,Water Body,Loam,1211.331197,1,1
31.59828521,-96.20159428,199.9189142,32.0606695,67.49592894,644.5223098,4.059977272,1019.146382,Overflow,Urban,Clay,7716.515782,1,1
23.5780077,108.6319505,224.3609097,31.42045092,54.15538524,989.6735777,6.610616488,898.5054601,Overflow,Water Body,Sand,5868.537791,0,1
22.35381027,-7.028190722,190.5021228,7.565399617,41.44317621,1038.777463,4.61123968,1465.207145,Stable,Forest,Loam,6116.851549,0,0
